,titles,category
0, 파산우려   플러그파워  자금줄  숨통  폭등 영상 ,Economic
1,지난해 불타고 젖은 폐기화폐   쌓으면 롯데타워    배 높이 ,Economic
2,   억원대 전세사기범에 구형보다  년 긴   년형 선고,Economic
3,트럼프 테마주  배 폭등했는데  개미들  그래도 묻고 더블로 ,Economic
4, 물타기도 지쳤다   차전지에 베팅한 개미 수익률     ,Economic
5,김주현 이복현  증권사  강도 높은 자정 필요  부동산    작심 발언 종합 ,Economic
6,   라씨로 포스코인터  영업이익  조 달성에 상승세,Economic
7, 생계비대출 받으러 오셨어요  일자리도 알아봐 드릴게요 ,Economic
8,전현직 연준 관리      월 금리 인하 가능성 아직 있어,Economic
9, 없어서 못판다    경기 불황에  중고폰  인기,Economic
10,잘파세대 좋아하는건 다  옥상엔 펫파크 용진이형 야심작  스타필드 수원 가보니  르포 ,Economic
11,  조 기부왕 창업주  삼영산업  직원    명 전원 해고 통보,Economic
12, 달동네  정릉골 재개발  관리처분인가      가구 타운하우스 재탄생,Economic
13, 총선 앞두고 찬물  공정위 플랫폼법 사실상 손절하는 정치권 반대여론 확산에  사면초가  ,Economic
14,셀트리온    시밀러 출시 가속페달   년  종  년  종 ,Economic
15,설 차례상 물가 역대 최고치  또  경신   만   만원,Economic
16, 스트레스 높으면 붉은색  운전자 기분에 따라   조명이 바뀐다,Economic
17,세계 스마트폰  위 시장서 갤     난리  역대 최대 사전예약 성공,Economic
18,진양곤 회장      년 간암 치료제 시장점유율     매출  조 목표 ,Economic
19,곱창집서 하루 팔 분량 혼자 먹더니 히밥 곱창 제품도 나왔다,Economic
20,스튜디오삼익  공모가  만    원 확정 경쟁률    대  ,Economic
21, 모험자본 투자 풍향계  아주  투자  올해 투자    배 늘린다   꽃피는  엔터프라이즈       넘버스 ,Economic
22, 아이 울음 어디가고  곡 소리만 늘어  매달  만 명 줄더니   만 명 사라져   저출생에 결혼까지  뚝   이러다간,Economic
23, 새해 첫 상장  우진엔텍   따따블  성공했다  증시이슈 ,Economic
24,  대한통운 항소심도 패소  택배노조 단체교섭 거부 부당 ,Economic
25, 단독 롯데쇼핑  수원 영통에   층 시니어 레지던스 짓는다,Economic
26,수도권 부촌 관통하는 신분당선  수원 이목지구 지날까     디에트르  분양 소식 눈길,Economic
27,단통법 폐지되면 갤럭시     진짜  싸질까  반응은  글쎄 ,Economic
28, 김대호의 경제읽기  벼랑 끝 내몰린 건설업계 부도 분양보증 사고 급증,Economic
29, 카카오의   엔터 인수        년 자본시장 가장 뜨겁게 달군 이슈  넘버스 ,Economic
30,작년 폐기된 돈 얼마길래 쌓아보면  에베레스트산   배 ,Economic
31, 무등의 아침   강기정 시장  중앙공원  지구 선분양 입장 선회 치솟는 분양가는 결국 시민 부담 ,Economic
32, 자사주 취득 줄고  소각 늘고    셀트리온 취득  위  권영훈의 증시뉴스      ,Economic
33,내일부터 청년희망적금 청년도약계좌 연계가입  중도해지 해도 비과세 ,Economic
34, 발길이 떨어지질 않네   스타필드 수원    고객 잡을까 르포 ,Economic
35,스튜디오삼익  공모가  만    원 확정 희망밴드 상단 초과,Economic
36,셀트리온   기업과    신약 개발 협력 강화,Economic
37,쎌바이오텍  올해 대장암 치료제 임상 상     승인 목표 ,Economic
38,올해 첫 상장 우진엔텍  따따블      증권  연타석 흥행 기록,Economic
39,김주현도 증권사    에 쓴소리    위탁매매 부동산 중심 영업관행에서 벗어나야 ,Economic
40,스튜디오삼익  공모가  만    원 확정 경쟁률    대  ,Economic
41, 모험자본 투자 풍향계  아주  투자  올해 투자    배 늘린다   꽃피는  엔터프라이즈       넘버스 ,Economic
42, 아이 울음 어디가고  곡 소리만 늘어  매달  만 명 줄더니   만 명 사라져   저출생에 결혼까지  뚝   이러다간,Economic
43, 새해 첫 상장  우진엔텍   따따블  성공했다  증시이슈 ,Economic
44,  대한통운 항소심도 패소  택배노조 단체교섭 거부 부당 ,Economic
45, 단독 롯데쇼핑  수원 영통에   층 시니어 레지던스 짓는다,Economic
46,수도권 부촌 관통하는 신분당선  수원 이목지구 지날까     디에트르  분양 소식 눈길,Economic
47,단통법 폐지되면 갤럭시     진짜  싸질까  반응은  글쎄 ,Economic
