,titles,category
0,사면초가 보잉 당국 조사 속 항공업계    들 공개 비판까지,World
1,월스트리트저널  김건희 명품백 수수  한국 정치권 뒤흔들어 ,World
2,우크라에 떨어진 러 미사일서 한글     발견  북한제 동원 ,World
3, 금리 인하  기대감에 고심 커진 라가르드 조은아의 유로노믹스 ,World
4, 바이든은 학살자  이스라엘 제어 못하자 유세장서 비난 이어져,World
5,트럼프   연승 새역사   대선후보  고지 가 보인다,World
6, 영상  원샷 원킬  우크라 저격수들  하룻밤 새 러    명 사살 포착 ,World
7,혹한에 기차 밖 내던져져 숨진 고양이에 러시아 들썩,World
8,나토 사무총장  임박한 러시아  위협 없다  안보 불안 일축,World
9, 영상  로켓 맞고 건물 붕괴  이스라엘군   명 몰사 하마스 영상 공개,World
10,러  키이우 하르키우  미사일 공격  우크라 약점 찾으려  릴레이 공습 ,World
11,트럼프 바이든 뉴햄프셔 경선 각각 승리 재대결 조기 확정될듯 종합 ,World
12,일본  수능  한국어 시험에 몇 명이나 응시할까,World
13, 풍계리 핵실험장 초기 위성사진 보니    년전 착공 추정 ,World
14, 연승 행진  트럼프  대세론 굳히나,World
15,달에 사는 토끼 시끄러울듯     여개국 표면탐사한다고 난리,World
16, 트럼프 대세론  못뒤집었다  중도층 두터운 뉴햄프셔서도 헤일리 패배,World
17, 조용히 사라진 줄 알았나      억  한 방  투자나선 이 남자,World
18,러시아 가는 북한인 급증  북러밀착 속 외화벌이 의심도 ,World
19,디샌티스 뒤끝   언론이 트럼프 승리 기정사실화 경선 악영향 ,World
20,사면초가 보잉 당국 조사 속 항공업계    들 공개 비판까지,World
21, 월 마이너스 금리해제 준비    금융당국  금리 인상  대비 점검 착수,World
22,     트럼프 뉴햄프셔 경선 승리 전망  이변 없었다  종합       대선 ,World
23, 정책 집단 으로 명칭 바꿔 자민당 계파 존속  기시다 개혁안 한계,World
24,트럼프 경선 승리 바라는 민주당   부동층 등 표심 결집 ,World
25,푸틴   월 이후 방북할 듯      북러 밀착 우려 ,World
26,이변은 없었다     뉴햄프셔 공화 경선  트럼프 승리 ,World
27,다자대결  트럼프에 더 밀리는 바이든,World
28,세계는 벌써  트럼프 시즌   시나리오 준비,World
29,지구 종말 시계  종말까지   초   핵 위협    등이 변수,World
30,우크라 땅에 떨어진 러 미사일  열어보니 한글    이 ,World
31,부끄러운 역사 지우기 나선 일본  강제동원 조선인 추도비  철거,World
32,구찌  뉴욕서  조원대 건물 매입 대기업  건물주 되기  열풍,World
33,트럼프    뉴햄프셔주 경선 승리 큰 차이 내진 못해,World
34,러시아 가는 북한인 급증  북러밀착 속 외화벌이 재개될 수도 ,World
35,선거의 해에 기승 부리는     가짜 목소리   나 바이든인데 ,World
36, 뉴스포커스  뉴햄프셔 경선 투표 종료  트럼프 대세론  굳힐까,World
37,중화권 시가총액   년간  천조원  증발   영국    의  배,World
38, 자동차   서 고전 점유율  년 연속 하락    까지 추락,World
39, 칼럼  국보법 들어  민주국가    그다지 자유주의적이진 않아 ,World
40,세계 속 미국의 위치는  트럼프 헤일리  외교 입장 대결  뉴햄프셔 경선 ,World
41, 애플카  출시 또 미뤘다  테슬라 모방 제품  내부서도  시끌 ,World
42,트럼프   공화당  차전 뉴햄프셔 승리   헤일리  경선 안 끝나 ,World
43,알리바바 주식 매각한다던 마윈 창업자     억원어치 사들였다,World
44,중국 당국 나선다   증시 급락하자 대규모 자금 투입 예고  지금이뉴스 ,World
45,대출 손실 급증에   은행 채권 사들이는 사모 헤지펀드,World
46,    뉴햄프셔 경선에서도  트럼프 가 승리했다 ,World
47, 수낵 총리 사퇴해야  난민 르완다 송환에   보수당 내분,World
48,지구 종말까지    초  남았다   핵위협  온난화가 요인 ,World
49, 애플  자율주행 전기차 출시 또 연기  빨라야     년 ,World
50, 포착  우크라 병사  중기관총으로 러 순항미사일 격추,World
51,트럼프  대세론  굳히나  뉴햄프셔 프라미어리 승리,World
52,   이라크 내 친이란 민병대 공습  우리군 공격 대응 조치  이 팔 전쟁 ,World
53,트럼프 독주 이대로 쭉  확산하는  대세론 ,World
54, 바이든   민주 뉴햄프셔 비공식 경선 승리     ,World
55,      대선     트럼프  뉴햄프셔 경선 승리   대세론  입증,World
56, 우크라에 꽂힌 러 미사일     한글 확인 북한제 증거   포착 ,World
57, 미쳤다  아카데미에 감사  한국계  감독 부친  알고 보니,World
58,규모     강진  노토반도 핵심 도로 복구에 수년 걸릴 듯,World
59,왕이 될 수없는    외동딸 아이코 공주  첫 직장은 적십자,World
60,투자자들  차이나런  중화권 증시 시총     조원 증발,World
61, 둠스데이  종말까지   초   전쟁  기후  그리고 마지막 이유 ,World
62, 속보    뉴햄프셔 공화 경선  트럼프 승리 ,World
63, 속보   트럼프   뉴햄프셔 경선도 이겼다    대세론 쐐기,World
64,  타임스 보도인력        명 해고     년 역사상 최대 감원,World
65,러 미사일에서 한글     나왔다     미사일이란 단서 ,World
66,미 국방부  미 지원 중단 따라 우크라 전선 탄약 고갈 시작 ,World
67,오를 줄 알았는데 비트코인  현물     출시 후     급락,World
68,  공화 뉴햄프셔 경선도 트럼프 승리   헤일리  사퇴 안해 ,World
69,인니 대선 후보 모두 남성인데  숨은 실세는  여성 킹메이커 ,World
70,멕시코 최대갑부 슬림   년간 자산    증가     조원 ,World
71,엔화    장기금리 상승에  달러    엔대 전반 하락 출발,World
72,미 공화 뉴햄프셔 경선 개표 시작 헤일리 초반 기세 우세,World
73,트럼프  바이든과 대결서 헤일리보다 내가 낫다  대세론 굳히기,World
