,titles,category
0, 날씨  낮에도 영하권 추위 이어져 제주도 사흘째 폭설,Culture
1,하루에  이 음료   잔씩 마시면  노화 방지 효과,Culture
2, 제주날씨  해안지역 대설특보 해제   바람  쌩쌩  기온 뚝,Culture
3, 매일  시간 폰 썼더니      대  진통제도 안든 어깨통증  왜 ,Culture
4, 날씨  오늘도 종일 영하권 강추위 제주도 사흘째 폭설,Culture
5, 오후날씨 꿀팁  오후에도 매서운 추위 호남 서부 제주에 눈,Culture
6, 날씨  오후에도 강추위 전라 서부 제주  대설특보 ,Culture
7,혹한에  과음   위험한 이유는,Culture
8, 날씨  모레 아침까지 강추위 전남   제주 많은 눈,Culture
9, 아이가 이쑤시개 튀겨달래요  식약처  주의 ,Culture
10, 오뚜기  매형 회사 거래 안돼  중기부와 소송,Culture
11, 좋아요 의 달콤함에 푹 빠진 인간처럼 쥐도 셀카 찍는다,Culture
12, 시간 자면 시급    만원 준다 꿀알바 경쟁률  만대  ,Culture
13, 조국 옹호  사과한 공지영  하태경  용기 있는 고백에 박수 ,Culture
14,    년  면역력 강한 해  되려면   이 약  남용하면 안돼,Culture
15, 날씨톡톡  낮에도 곳곳 체감       안팎 추위 호남 제주 폭설,Culture
16, 뷔페보다 낫다  비즈니스 손님 사이에서 입소문 난 호텔 점심 코스,Culture
17, 직장 내 세대갈등 젊은이들 폄하하는 성향 버려야 ,Culture
18,치매는 자연스런 노화과정   아뇨  얼마든지 피할 수 있어요 ,Culture
19,사흘째 폭설 광주     강추위에 눈길 사고 속출 종합 ,Culture
20, 날씨  낮에도 영하권 추위 이어져 제주도 사흘째 폭설,Culture
21,솥밥 먹을 때  이것 만 빼면  훨씬 건강에 도움,Culture
22,마당에 쌓인 눈으로 만든  초코치노   먹어도 이상 없을까 ,Culture
23, 형당뇨 앓는 영국 전총리   인슐린 다이어트에  경악 ,Culture
24, 너 턱시도 없구나  백만분의 일 확률  흰 젠투펭귄 발견,Culture
25, 날씨  사흘째 한파로 피해 속출   설국 된 서해안 제주도,Culture
