,titles,category
0,우주시대의 전략 요충지  라그랑주점 을 선점하라,IT
1,천하의 애플도 자율주행 포기 수순     애플카      년으로 출시 더 연기 ,IT
2, 풍선형 우주정거장 터졌다  시에라스페이스  본격 테스트 시작  우주로 간다 ,IT
3,애플  비전 프로 에 뜨거워진    헤드셋 시장  삼성  올 하반기 신제품으로 응수 나서나,IT
4, 이구순의 느린 걸음  단통법 폐지   후속대책이 먼저다,IT
5, 단독  아내에게 전화했는데 다른 사람 목소리가   는  껐다 켜라 ,IT
6, 나 죽거든 카톡은   본인이 직접 추모 프로필 유언 남긴다,IT
7,온스타일     품은  홈쇼핑 전문가  박승표    알파 새 수장으로,IT
8, 먼저 떠난 남편  카톡에서라도  카카오톡   추모 프로필  기능 강화,IT
9,넷플릭스    캐나다  베이직 요금제  폐지 광고형 힘 싣나,IT
10,연상호표 스릴러  선산   넷플릭스 글로벌 톱  올라,IT
11, 꿈의 신물질 초전도체  한국서 진짜 나올까   하태경  초전도기술  촉진법안 발의,IT
12,한 일 보다 빨랐다 대만 프롤로지움  전고체 배터리 공장 가동,IT
13,제 이통 주파수 경매      단통법 폐지  득일까 실일까,IT
14,  당국  게임 규제 공지 삭제  업계  철회로 단정 짓긴 일러 ,IT
15,범 국가적 해킹 가능성 제기한 국정원   북    로 사이버 공격 고도화 나서 ,IT
16,국정원  공공기관 해킹시도   건 중  건   소행 김정은  목표 진두지휘 ,IT
17,갤럭시    울트라  바닥에 떨어뜨려봤더니,IT
18, 요고  예상과 다르네    파격 요금제  가입시 주의점은 ,IT
19,나트륨이온배터리    년엔 중저가 시장  주도      보다     싸질 것   소부장박대리 ,IT
20,우주시대의 전략 요충지  라그랑주점 을 선점하라,IT
21,천하의 애플도 자율주행 포기 수순     애플카      년으로 출시 더 연기 ,IT
22, 풍선형 우주정거장 터졌다  시에라스페이스  본격 테스트 시작  우주로 간다 ,IT
23,애플  비전 프로 에 뜨거워진    헤드셋 시장  삼성  올 하반기 신제품으로 응수 나서나,IT
24, 이구순의 느린 걸음  단통법 폐지   후속대책이 먼저다,IT
25, 단독  아내에게 전화했는데 다른 사람 목소리가   는  껐다 켜라 ,IT
26, 나 죽거든 카톡은   본인이 직접 추모 프로필 유언 남긴다,IT
27,온스타일     품은  홈쇼핑 전문가  박승표    알파 새 수장으로,IT
28, 먼저 떠난 남편  카톡에서라도  카카오톡   추모 프로필  기능 강화,IT
29,넷플릭스    캐나다  베이직 요금제  폐지 광고형 힘 싣나,IT
30,연상호표 스릴러  선산   넷플릭스 글로벌 톱  올라,IT
31, 꿈의 신물질 초전도체  한국서 진짜 나올까   하태경  초전도기술  촉진법안 발의,IT
32,한 일 보다 빨랐다 대만 프롤로지움  전고체 배터리 공장 가동,IT
33,제 이통 주파수 경매      단통법 폐지  득일까 실일까,IT
34,  당국  게임 규제 공지 삭제  업계  철회로 단정 짓긴 일러 ,IT
35,범 국가적 해킹 가능성 제기한 국정원   북    로 사이버 공격 고도화 나서 ,IT
36,국정원  공공기관 해킹시도   건 중  건   소행 김정은  목표 진두지휘 ,IT
37,갤럭시    울트라  바닥에 떨어뜨려봤더니,IT
38, 요고  예상과 다르네    파격 요금제  가입시 주의점은 ,IT
39,나트륨이온배터리    년엔 중저가 시장  주도      보다     싸질 것   소부장박대리 ,IT
40,생명연  유전성 하지마비 쥐 걷게 하는 유전자치료제 개발 ,IT
41,제 이통       주파수 경매     최종 낙찰가  주목 ,IT
42,국내 공공 사이버위협    가      선거철 노린다,IT
43,해외 부진에 직면한   게임  규제안 공지 결국 삭제,IT
44,흙 뿌리고 드릴로 갈아도  멀쩡  혹독한 테스트 견뎌낸 갤   ,IT
45,  게임 규제 완화   게임사에 호재될까,IT
46,넷플릭스 프로레슬링  유튜브         중계권 확보 왜 ,IT
47, 오징어 게임에 삼성 갤럭시폰이 왜 나와   알고 보니 ,IT
48, 오겜  열풍인      술래 잡아낸 로봇  영희 의 눈이 폰카라고 ,IT
49, 기술 자립 강화  화웨이  안방 시장서 스마트폰 판매율     늘리며 애플 압박,IT
50,   한복판에 오겜 영희  우뚝  갤    울트라로  달고나 게임 ,IT
51,스마트폰 시장 침체  중고폰은     성장  억대 넘게 팔렸다,IT
52,  년 중계권에  조    억 투입 넷플릭스가 선택한 프로그램은 ,IT
53,  초강력 게임 규제안 웹사이트서 삭제   반등 기대감에 관련주 상승,IT
54,가입자    억 돌파  잘나가는 넷플릭스  다음 승부는 스포츠 ,IT
55,셀트리온  중국  우시    와     신약 개발 협력,IT
56,전병희 싸이토젠 대표  글로벌 톱  암센터 모두 러브콜 올해 매출 급성장 ,IT
57,  시간 잠만 자도    만원 준다  난리난 돈벌이  만명 몰렸다,IT
58,구글 차세대 폰  픽셀  프로  미리보기  카메라 모양 바뀌었네 ,IT
59,      데이터 폭증 해결 광원 소자 개발,IT
60,      데이터 폭증 해결 광원 소자 개발,IT
61,사람처럼 의도적으로 거짓말하는        재교육해도 못 고쳐 ,IT
62,위기 의식 고조     토요 사장단회의 부활,IT
63,애플카  또 출시 지연되나 블룸버그      년 연기에 자율주행 기능도 하향 ,IT
64,한미     결합  분수령될 통합무효 가처분소송 쟁점은 ,IT
65, 자막뉴스   새로운 방법 썼다    완벽한  복제 원숭이  탄생,IT
66,   서버용 펌웨어 보안 취약점  픽시페일  주의보,IT
67, 제로트러스트 시대    미국은 실현에 올인  한국은 이제 출발선,IT
68, 고고     완전자본잠식 이에이트  상장 가능할까 ,IT
69,갤럭시     인도서 사전예약 판매 신기록,IT
70,      데이터 전송 속도        급 광원 소자 개발  초 만에 영화    편 내려받는다,IT
71, 포켓몬보다 재밌네  팰월드  스팀서  일 만에    만 장 팔려,IT
72,한파 만큼이나 추운 게임업계 연이어 들려오는 구조조정    돋보기 ,IT
73,티맵 우버 합작 우티  택시 업계와 갈등  시범 서비스  시끌 ,IT
74,차세대 반도체 핵심입자  트라이온  비밀 풀었다,IT
75, 분기 만에 흑자 전환 성공한          비중    로 증가,IT
76,비트코인   만달러 하회 그레이스케일 환매 압력 계속,IT
77,제 이동통신 선정 초읽기 회의론은  여전 ,IT
78,운명의 날 시계   년 연속  자정   초 전 ,IT
79,스마일게이트  첫 투자 영화  전독시  캐스팅 확정   이민호 안효섭 채수빈 나온다,IT
80, 어떤 신발 살까   나이키 매장 안가도 네이버  가 직원처럼 답해준다,IT
81, 권혁빈 이혼소송 쟁점   배우자  회사 설립 기여도 가 끼칠 스마일게이트홀딩스 지분 영향,IT
82, 단통법 폐지  말 많고 탈 많던   년  이제 갈림길,IT
83,진화하는 엔씨     글로벌서 재평가 노린다,IT
84,넷플릭스   프로레슬링  중계에    조 베팅 사상 최대 투자,IT
85,티맥스그룹  티맥스소프트 재인수 추진한다,IT
86, 코로나 백신  자폐증과 연관성 발견됐다  튀르키예 연구팀 쥐 실험 논문  촉각 ,IT
87, 만 년 전 껌 조각으로 밝혀진 석기시대 청소년들의 식습관,IT
88,과기정통부 산하 출연연 공공기관 제외 추진 노조가  몽니 ,IT
89, 우주역사    는 환경이 만들지만  미래는 결국 인간 의지에 달려  현안 인터뷰 ,IT
90,국내 상장사  주주가치 제고 안간힘 지난해 자사주    조원 소각,IT
91,신규 가입자 급증한 넷플릭스  프로레슬링 독점 중계에   억 달러 베팅,IT
92,생명   유전자치료 기술로 하지마비 치료 성공,IT
93,오스템임플란트  글로벌 치과기업  위 달성 앞당길 묘안은 ,IT
94, 잠만 자도 시급    만원     당근알바  동네 일거리 박람회  문전성시,IT
95,프레스티지바이오파마  허셉틴 시밀러            진출 언제 ,IT
96,     스피커 출하량 급감  생성  도 안 통했다 ,IT
97,유바이오로직스  올해부터 콜레라 공공백신 시장  독식 ,IT
98,갤     인도서 예판  일 만에   만대 전작보다  배 빠른  신기록 ,IT
99,릴리  세계 비만 치료 시장 흔들  비장의 신약  통할까,IT
100, 애플카      년으로 연기   자율주행 레벨도 낮춰 ,IT
101, 제 이통 도전         주파수 경매      사 출사표 들어보니,IT
102,판사출신 게임사 대표   겜잘알  대신  법잘알 로 위기 뚫겠다는데,IT
103,단통법 폐지로 스마트폰 가격 인하     그때는 맞고 지금은 틀리다  이유  가지,IT
104, 해볼 만하다    중동 시장서 기회 찾는 보안기업들,IT
105,넷플릭스            년 독점 중계에    조원 투입,IT
106,틱톡도  너 해고    명 내보냈다    감원 행렬 합류,IT
107, 중국폰 보단 삼성이지  판세 뒤집더니 갤     인도서  신기록 ,IT
108, 승차 거부  택시 손댔다 무너질 위기 카카오  편익 사라지나  기승전 플랫폼 ,IT
109,올해 영업흑자 전환 노리는 진시스템  반전 카드는 ,IT
110,조승래  대안 없는 단통법 폐지는 총선용 포퓰리즘 ,IT
111,디앤디파마텍  먹는       비만약으로 승부수,IT
112, 종말까지   초 남은  지구종말시계   작년과 같아도 매우 불안정 ,IT
113,스마트폰    경쟁 신호탄 쏜 갤럭시 유료화 가능성은,IT
114, 사장님 스톡옵션 평가익       주가오른   기업 잇단  훈풍 ,IT
115,    빙 엣지    의 빅테크규제법 적용 제외될 수도 ,IT
116,경기 불확실성에 중고폰 인기 작년 세계서  억대 넘게 팔려,IT
117, 직원 휴대폰 포렌식  논란 카카오모빌리티 노조 갈등  고조 ,IT
118, 인터뷰      서    억 투자  포티투마루  거대언어모델 고도화로 글로벌 승부 ,IT
119,삼성전자 승부수  갤     사전예약 순항  최다 판매 기록 경신할까,IT
120,중국 정부  게임 규제 초안 돌연 삭제  기존 방침 백지화되나,IT
121,  게임규제 철회되나 한숨 돌린 게임사들,IT
122, 단통법  폐지 국회 문턱 넘어야 하는데    총선 구걸용 불과 ,IT
123,미중 갈등 장기화에 결국 애플  샤오미에   시장  위 밀려,IT
124,단통법 없애면 살림살이 나아지나요  양철민의 아알못 ,IT
125,  이노텍  애플  비전 프로  핵심부품    센싱 모듈 독점 공급,IT
126,구독료 할인 방법 나만 몰랐네   디지털 세금  절약법 각가지  권용만의 긱랩 ,IT
127,단통법 폐지에 알뜰폰 울상  할인 경쟁 못 따라가 ,IT
128,네이버 카카오  광고 성수기에  분기  방긋 ,IT
129, 페미  안 되고  파시스트  된다  카톡    말바꾸기  편향 논란  팩플 ,IT
130,출시 나흘만에  동접    만명  중졸 편의점 알바가 만든 게임 ,IT
131, 단독 스마일게이트홀딩스     억원 손실 안고 위메이드플레이 지분 정리,IT
132, 사이테크   뇌세포가  켜지고 꺼지는 것  추적하는 기술 개발,IT
133, 어른 원숭이 로 복제 원숭이 첫 탄생    년째 생존 중,IT
134, 단열 초점   올해도 힘들 것  허리띠 죄는 게임사들,IT
135,    이 시총  위로   차산업 혁명이 바꿔놓은 유럽 증시,IT
136, 털린 내 정보 전부 여기에      역대 최대     억개 훔친 계정정보 발견,IT
137, 박치문의 검은 돌 흰 돌  바둑판 지배하는 알파고 후예들,IT
138,천덕꾸러기  엑시노스 의 화려한 귀환 삼성전자     주도권 확보  속도 ,IT
139,  년 만에 제도권 진입한 비트코인  중장기 관점서 접근하라 ,IT
140,애플  비전프로  고가에도 대박 예고,IT
141,      유럽 시가총액  위 도약   첨단 반도체 장비 수요 회복 전망 ,IT
142,   만원 싸게 준다고 했더니  삼성 직원들  우르르  난리난 제품,IT
143,갤럭시      사전예약  일 만에 인도 판매 신기록 달성,IT
144,     유행 무서워요  신고 폭주 경찰까지 경고 나섰다  이슈  ,IT
145, 농슬라  대동    의 엇갈린 운명 ,IT
146,세계 최고 수준   암 연구소  논문 수십편에서 데이터 조작,IT
147, 눈 안 녹은 줄 알았네  차도에  흰 알갱이 가 뒤범벅  소금밭 인 줄  지구  뭐래  ,IT
148,   아이폰 사랑 은 옛말  화웨이  메이트    업고 고공행진,IT
149,한미사이언스 통합 반대 가처분 내달  일 첫 심문,IT
150,핵전쟁에도 견딘다         지하터널에  인류지식 저장고 ,IT
151,갤럭시      인도 판매 신기록 사전예약  일만에   만대 돌파,IT
152, 단독  공공    일 늘어나면 돈 더 준다,IT
153, 국민 잇몸약  인사돌 일냈다   년 만에 유럽 역수출,IT
154,사노피  인하이브릭스 희귀유전질환             인수,IT
155, 사상초유     예산삭감  끝이 아니다  이번엔 출연연 통폐합 추진 ,IT
156, 가 포기한 마하    꿈의 포탄     중국 해군   개발 성공 ,IT
157, 달  뭐가 더 잘 보여요   아이폰에 졌던 삼성  이번엔  이 갈았다  ,IT
158,  커머스 쑥쑥 크는데   규제 강화에 국내 기업  한숨 ,IT
159,삼성전자   하이닉스  샘 올트먼과     칩  개발부터 생산까지 손잡나,IT
160,애플  비전프로  고가에도 대박 예고,IT
161,      유럽 시가총액  위 도약   첨단 반도체 장비 수요 회복 전망 ,IT
162,   만원 싸게 준다고 했더니  삼성 직원들  우르르  난리난 제품,IT
163,갤럭시      사전예약  일 만에 인도 판매 신기록 달성,IT
164,     유행 무서워요  신고 폭주 경찰까지 경고 나섰다  이슈  ,IT
165, 농슬라  대동    의 엇갈린 운명 ,IT
166,세계 최고 수준   암 연구소  논문 수십편에서 데이터 조작,IT
167, 눈 안 녹은 줄 알았네  차도에  흰 알갱이 가 뒤범벅  소금밭 인 줄  지구  뭐래  ,IT
168,   아이폰 사랑 은 옛말  화웨이  메이트    업고 고공행진,IT
169,한미사이언스 통합 반대 가처분 내달  일 첫 심문,IT
170,핵전쟁에도 견딘다         지하터널에  인류지식 저장고 ,IT
171,갤럭시      인도 판매 신기록 사전예약  일만에   만대 돌파,IT
172, 단독  공공    일 늘어나면 돈 더 준다,IT
173, 국민 잇몸약  인사돌 일냈다   년 만에 유럽 역수출,IT
174,사노피  인하이브릭스 희귀유전질환             인수,IT
175, 사상초유     예산삭감  끝이 아니다  이번엔 출연연 통폐합 추진 ,IT
176, 가 포기한 마하    꿈의 포탄     중국 해군   개발 성공 ,IT
177, 달  뭐가 더 잘 보여요   아이폰에 졌던 삼성  이번엔  이 갈았다  ,IT
178,  커머스 쑥쑥 크는데   규제 강화에 국내 기업  한숨 ,IT
179,삼성전자   하이닉스  샘 올트먼과     칩  개발부터 생산까지 손잡나,IT
180,게임업계는    소송중  다크앤다커  법적 공방 결론  초읽기 ,IT
181,리스크 관리 나선 게임사  법조인 전진배치,IT
182, 올트먼 방한           잡는 것이 관건 이재용 최태원 승부수는,IT
183, 스마트폰 한 대 팔면 남는 돈이   휴대폰 매장  초비상 ,IT
184,  게임 고강도 규제 백지화   홈페이지서 초안 삭제,IT
185,  광년 떨어진 슈퍼 수성  글리제      의 비밀  아하  우주 ,IT
186,스마트반지 전쟁 삼성 이어 애플도 가세하나,IT
187,해저에      높이  수중커튼  사라지는 빙하 지킬 수 있을까,IT
188,단통법 날 세웠던 민주당  정부 폐지 발표는 표 구걸 포퓰리즘 ,IT
189,이통 사  갤럭시     사전 예약 전작 웃돌아 순항 중 ,IT
190, 에듀플러스   학생 수 줄어도 자사고 외고 국제고 인기 고공행진 수능 강점 문과생 선호도 등 요인 ,IT
191,타타대우  수출 기업 도약 현대차  추격 ,IT
192,유인촌 장관   웹툰계 넷플릭스  만들겠다 종주국 입지 굳혀야 ,IT
193,  하이닉스     공정에 국산장비 대거 투입,IT
194, 올트먼 방한  엔비디아 독점 뭐가 문제길래 출구전략 서두르는  오픈   ,IT
195,비전프로     부활 노리는 메타버스     도 기회의 땅   메타버스의 명암 하  ,IT
196,미국서  친환경 에너지  내세운   전자      반사 이익 기대,IT
197, 폰으로 넷플 보는데 굳이       가입자  명중  명  이별할 결심,IT
198, 갤     슈퍼     화질 그대로 인스타 사진 영상 공유 ,IT
199, 휴미라 시밀러  첫  위 삼성에피스 애브비 아성 흔들까,IT
200,     년만에 그룹 시총  위 탈환    하이닉스 선전 ,IT
201,세계 최고 암연구소 논문 수십 편 조작 의혹  파문 ,IT
202,벤처 숙원 해결했다고 의원 퇴출 요구한 경실련   업계  황당 ,IT
