,titles,category
0,회사 망하는 줄 모르고   퍼주다  전직원 해고통보 한 업체,Social
1,직장내괴롭힘 신고인이  가해자  근무장소 바꿔달라는데 ,Social
2,분신 택시기사 대책위  반성없는 회사 대표 엄벌을 ,Social
3,외항선 기름 주유하면서   억 원어치 빼돌린 일당 검찰 송치,Social
4, 변이 바이러스에도 효과  코로나   백신 맞으니 중증화율  뚝 ,Social
5, 제정신 아니었으니 좀      층에서 아이 던져 죽여놓고  선처호소 ,Social
6,뉴진스 민지로  칼국수  삼행시      기사 삭제 사과,Social
7, 자막뉴스   저게 뭐야    고속도로 달리던 앞 차에서 날아온 흉기에  쾅 ,Social
8,마당에 쌓인 눈으로 커피 음료를  위더스푼 레시피 화제,Social
9, 류희림 청부 민원  공익신고자  경찰 수사로 신변 위협,Social
10,조용익 부천시장  중동 기 신도시  재건축 선도지구  선정 추진 ,Social
11, 속보  이재명  윤 대통령 한동훈  정치쇼   김 여사 의혹은  수사받아야 ,Social
12,가짜초청장 수백명 불법입국   대 재판 중 또 범행 실형 추가,Social
13,  시세   나  젊은 꼰대냐      이어 알파에 밀려나는  세대,Social
14,검찰   롤스로이스 사건  마약류 처방 의사 구속기소,Social
15, 롤스로이스남 마약 처방  의사 구속기소 환자 성폭행 혐의도,Social
16, 수사 무마 해줄게  청탁 명목으로 수억 뜯은 검사 출신 변호사,Social
17,녹말 이쑤시개  식품 아닙니다 먹으면 안 되는 이유,Social
18, 고의 아니다  영아 살해 친모들 첫 재판서  선처호소 ,Social
19,작년 강남구 출생아         첫아이 낳으면 최대    만원 ,Social
20,서울시의회 민주당  김현기 의장  사견 발표를 기자간담회로 ,Social
21, 압수한 돈 돌려줘  보이스피싱 환전책  국가 상대로 소송 냈다 패소,Social
22, 집안 남자들에 좋은 기운 주려고  울산 대왕암에  바다남  낙서한   대 여성 붙잡혀,Social
23,중대재해법 확대 준비 못해놓고  공포 마케팅 하는 노동부,Social
24,바위틈 넣어둔 속옷에 덜미  대왕암공원 바위  바다남  낙서 범인은   대 여성,Social
25, 영상  흉기 들고 지구대 찾은   대   무술   단  경찰관이 제압,Social
26,흉기 들고 지구대서 난동 부린   대 유단자 경찰이 제압,Social
27,  세에 초등학력 인증  거창 이근순 할머니  못 배운 한 풀어 ,Social
28,올림픽대로서     로 저속주행  길막  유튜버 논란,Social
29,경찰   지하철 탑승 시위  전장연 활동가 구속영장 신청,Social
30,회삿돈  억 원 빼돌려 도박에 탕진한 직원 실형,Social
31,서천 특화시장 합동감식 착수 발화지점 원인 조사,Social
32,밀양서 사고 난 차량 받은   대 오토바이 운전자 숨져,Social
33, 위안부는 매춘의 일종  발언한 류석춘 무죄  정대협 명예훼손은 유죄로 벌금형,Social
34, 단독  경찰   음대 교수 입시 비리 의혹  경희대 압수수색,Social
35,한파에 수도관 계량기    건 동파 항공  편 결항 뱃길 통제 늘어,Social
36,강풍 폭설에 멈췄던 제주공항 정상화 임시편도 투입,Social
37, 위안부는 매춘  발언 류석춘 무죄  부적절하지만 학문의 자유 ,Social
38, 무료 콜라 중고거래하려고 리뷰 열심히 써요  각양각색 중고거래하는 고물가시대 청년들,Social
39,인천 자월도 차량서 남녀  명 숨진 채 발견 경찰 수사,Social
40,하급자 사비로 상사 식사 챙기는  모시는 날   부산경찰  감찰 조사,Social
41,대설로 중단된 제주공항 항공기 운항 정상화,Social
42, 위안부 매춘  무죄받은 류석춘  유죄부분도 항소할 것 ,Social
43,정의연  반역사적 판결  류석춘  위안부 매춘  명예훼손 무죄에 반발,Social
44,남편을 간병하며 폭언 듣는 아내,Social
45, 피해자 보며 웃어   질타한 판사 롤스로이스   징역   년  선고,Social
46, 자막뉴스   위안부는 자발적 매춘  류석춘  년 만에  무죄  이유는 ,Social
47,경찰 국과수 소방  서천특화시장 화재 원인 규명  감식 시작,Social
48, 위안부 매춘의 일종  발언 류석춘 무죄 정대협 명예훼손은 일부 유죄  벌금    만원 ,Social
49,국민연금 월 평균 수령액 전국  위는 울산 동구,Social
50,대통령 집무실 앞 이태원 유족들  법안 거부가 국정 기조입니까 ,Social
51,  년 전 이혼한 전처에    차례 문자 보낸   대 징역  년,Social
52, 지하철 운행 방해  전장연 활동가 구속영장 경찰  역무원들에게 상해 입혀 ,Social
53,부산 북항재개발지 관통  이순신대로    일 개통,Social
54,울산시  대왕암공원에 거대 불상 추진 기독교계  철회하라 ,Social
55, 제보는   요청해도 촬영 안 하면  무용지물     현실 맞게 바뀌어야 ,Social
56,      폄훼  논란 인천시의장 불신임안 가결 의장직 잃었다,Social
57, 구독자 모집 대가 금품 거래  전직 기자  경찰  심도 벌금형,Social
58,     직장인   명 중  명  대중교통 스트레스 ,Social
59,반복적 음주운전하다 적발되자 친언니 주민번호 댄   대 징역형,Social
60, 압구정 롤스로이스 사고  가해자  심 징역   년    의사 만류에도 운전 ,Social
61,김광진 서구을 예비후보 지지선언 이어져,Social
62,음주운전 전과 공무원 또 만취운전  이번에는 집행유예,Social
63,  조 기부왕 창업주  삼영산업  직원 전원 해고 누적부채    억 종합 ,Social
64, 롤스로이스 가해 남성   심 징역   년     잘못 반성 안 해 ,Social
65,     올림픽 프렌즈  배우 이동욱  동계청소년올림픽  응원  동참,Social
66,영화관 화장실에 다른 층 손님 우르르  휴지값 돌려줘  소송,Social
67,울산 기암괴석에 기괴한 낙서 범인이 밝힌 황당한 이유,Social
68, 위안부 매춘 발언  류석춘 무죄  교수의 자유제한 최소화해야  종합 ,Social
69, 상사 모시는 날   익명 신고에 부산경찰청  감찰 조사 중 ,Social
70, 나 잡아봐라  방안에서 나체 상태로 뛰어다닌 남성  체포된 이유,Social
71,노량진 일대 대규모 아파트 단지로 바뀐다 재개발 계획 잇따라 통과,Social
72, 시의원들에게 여비 준 혐의  강수현 양주시장  불구속 송치,Social
73, 강남 마약 롤스로이스 뺑소니  가해자 징역   년 선고,Social
74,  위안부 는 자발적 매춘  류석춘 무죄 정대협 명예훼손은 벌금형,Social
75, 고생  고단함 에서  강인함 이미지로   다큐 사진이 제주해녀 인식 바꿨다,Social
76,인천 자월도 해변 차량서 남녀  명 숨진 채 발견,Social
77,경찰 앞에서 피 흘리며 뛰어다닌 알몸  집에서  이것  발견됐다,Social
78, 회삿돈  억  빼돌린   대 직원  쇼핑 도박 에 탕진했다,Social
79,류석춘  위안부 발언  무죄 정의연 명예훼손은 벌금형 종합 ,Social
80,나주서 오피스텔 보증금   억 원 가로챈   대 구속,Social
81,간식 주려다 얼굴 물렸다    부산 도심에 나타난 들개에 비상,Social
82,눈 잦아든 제주   오늘 하루  만    명 빠져나간다,Social
83, 형량 줄여줄게  속여  억     만 원 빼돌린 검찰 출신 변호사  심 징역  년,Social
84, 입사 목적이 횡령    개월 간  억원 빼돌려 도박에 탕진한   대,Social
85, 위안부는 자발적 매춘  발언 류석춘 전 교수 무죄,Social
86,경부고속도     역주행 택시  트래픽 브레이크로 막은 경찰,Social
87,약물 뺑소니  압구정 롤스로이스남   심 징역   년 선고,Social
88, 과거를 묻지 마라  섬뜩한 가해자의 용어  전쟁과 문학 ,Social
89,엉덩이 주무른 트레이너 성추행 무혐의에   피해 여성  분통 ,Social
90,서울 노량진 구역  최고   층으로    가구 공급   건축심의 통과,Social
91, 전청조  스페인서  머스크와 펜싱  자작극 남현희  본인 안 데려가 기분 나빠해 ,Social
92, 들개에 물렸다  부산서 아찔 사고 사나운 개 만났을 때 대처법,Social
93, 이경규 등에 출연료 미지급  기획사 대표  횡령 혐의로 집행유예,Social
94,밀양 국도   호선서 오토바이 승용차 충돌  명 숨져,Social
95, 지하철 탑승 시위  전장연 활동가 구속 기로,Social
96,광주 전남 사흘간       폭설 오후 특보 해제될듯,Social
97,복지장관  의대 정원 늘린 호주 프랑스 고위관계자들 만나 정책 논의,Social
98,담임 얼굴 노출 사진 합성한 초등생 되레  아동학대  신고,Social
99,인천 자월도 해안가 차에서 남녀  명 숨진채 발견,Social
100, 한국건설 수분양자 피해 최소화  조오섭  국토부  차관에 대책 마련 요구,Social
101, 압구정 롤스로이스 사건   심 징역   년  유족 지금도 괴로워해  종합 ,Social
102, 위안부는 매춘의 일종  류석춘 교수  년여 만에 무죄,Social
103,초대형 겨울축제  서울윈타     만명 발길  글로벌 축제로 ,Social
104, 수사 무마  미끼 수억 가로챈 검사 출신 변호사  징역  년,Social
105, 액운 털어내려고  울산 대왕암공원 낙서   대 여성 검거,Social
106,해병대  영하   도 추위 속 설한지 훈련  적의 어떤 도발에도 압도적 대비를 ,Social
107,광주시  전남도에 광역철도 노선변경  최후통첩  갈등 심화,Social
108, 위안부  자발적 매춘  발언 류석춘  무죄  정대협 부분 일부 유죄 상보 ,Social
109,바위틈 넣어둔 속옷에 덜미 울산 대왕암공원 낙서범 잡혔다,Social
110,서울형 키즈카페 올해    개로 늘린다 주말 운영시간도 연장,Social
111,   만명 찾은  서울윈타  서울 대표 겨울축제 브랜드로 육성,Social
112, 서울형 키즈카페     개로 늘린다 주말 오후  시까지 운영,Social
113, 위안부 명예훼손 논란  류석춘   심서 벌금형 일부 유죄,Social
114,안동상의 회장추대위   현 회장 사퇴  이동찬씨 추대키로 ,Social
115,제주 하늘길 뚫렸지만  한라산은  일째 통제   눈     이상 쌓여,Social
116, 시화 매립지  꽃 향기 정원으로 탈바꿈     년까지  경기정원 ,Social
117,울산 대왕암공원 바위 낙서범 잡아  액운 막으려 그랬다 ,Social
118, 내가 기소한 사건  구형 줄여줄게  전관 변호사 징역  년,Social
119,김홍일 방통위원장  포털 뉴스 공정성 제고 차질 없이 추진  뉴시스    ,Social
120, 압구정 롤스로이스   징역   년 법원  증거인멸 급급  중형 불가피 ,Social
121,검찰    억대 장학회 돈 횡령  김만복   국정원장  심 판결에 항소,Social
122, 위안부는 매춘의 일종  발언한 류석춘 전 연세대 교수 무죄,Social
123, 민폐 주차   에 주차금지 입간판 올려 경고한 주민  벌금형 무죄,Social
124,밀양 부북면   번 국도서 추돌사고 오토바이 운전자 숨져,Social
125,지하철 탑승 시위 중 직원 깨문 전장연 활동가 구속영장,Social
126,소이증  귀재건 중 혈관손상 위험  이 경우  수술 주의를,Social
127,롤스로이스   심 징역   년 피해자 측  구형 더 높았다면  종합 ,Social
128, 스브스픽  판사도  마땅히 중형   압구정 롤스로이스  징역   년,Social
129,폭설에 빙판길 된 제주  눈길사고   건   명 병원이송,Social
130,야근한 직원에게  새벽 별 보러 가자  양평 데려간 대기업 간부,Social
131, 처벌 낮춰준다  수억 원 수수 혐의 검찰 전관 변호사 실형,Social
132,회삿돈  억원 빼돌려 도박으로 탕진한   대 징역  년,Social
133, 롤스로이스 사망 사건  운전자 징역   년 도주 약물 모두 인정돼,Social
134,학교 떠나는 유 초등 교사들 서울 공립 명퇴   년 간 최대,Social
135,해외연수 시의원들에    달러씩  돈봉투  강수현 양주시장 송치,Social
136,전희경  의정부갑 출마선언  의정부는 삶의 뿌리이자 원천 ,Social
137, 액운 털어내려고    울산 대왕암공원  바다남  낙서범 잡았다,Social
138, 피해자 보고 웃어  압구정 롤스로이스 운전자 징역   년,Social
139,밀양서 사고 난 승용차 추돌  오토바이 운전자 숨져,Social
140, 피해자 보며 웃었다  판사도 분노 롤스로이스  징역   년,Social
141,망치 톱 들고 지구대 찾아온   대  무술   단 경찰에게 제압당했다,Social
142, 우리 피 보자  끝을 보자  연락금지 명령에도 전처에  문자    차례  보낸   대,Social
143, 위안부는 자발적 매춘  류석춘 무죄 학문의 자유 인정한 법원,Social
144,류석춘  위안부 발언  무죄 정의연 명예훼손은 벌금형,Social
145,비조합원 앞 못볼 정도 다쳤는데   화물연대  얼굴 안 때려   영상 ,Social
146, 이 음료  한달에 한번만 마셔도 잠 못잔다  수면 질도  뚝  떨어져,Social
147,사흘째  대설특보  광주 전남 빙판길 사고 잇따라,Social
148, 손톱 망가지니 오렌지 좀 까줘  식당 알바에 황당 요구한 손님,Social
149,인천시의회       폄훼 논란  허식 의장 불신임안 통과,Social
150,새 외국인 카지노   년 만에 문 연다,Social
151,  대   숨지게 한  압구정 롤스로이스     심서 징역   년,Social
152, 경찰 치부 드러낸 보도 압수수색 덮으려는 건가  디스패치 반발,Social
153, 압구정 롤스로이스남  징역   년  무고한 사람 희생 ,Social
154, 자녀 앞에서 흉기 휘둘렀다    년 같이 산 아내 살해한 남편,Social
155,학교 운동부 예산     만원 횡령   체육교사  집행유예 ,Social
156,여당 탈당 이언주  돌고 돌아 다시 민주당으로,Social
157,롤스로이스   징역   년 피해자 측  검찰 구형 더 높았다면  종합 ,Social
158,충북 밤사이 눈길 낙상 교통사고 잇따라  명 부상,Social
159, 너네 죽이고 나도 죽겠다  망치 톱으로 경찰 위협한   대    검거,Social
160, 압구정 마약 롤스로이스    징역   년 법원  피해자 보며 웃어  질타,Social
161,    인사청탁  뇌물수수 혐의 현직 치안감 구속영장,Social
162,결혼할 여친    차례나  엄벌해달라  딸 얼굴 공개한 유족,Social
163,깍듯이   도 인사한    어깨 툭 치며 악수한  ,Social
164,검찰   장학회 공금  억 횡령  김만복 전 국정원장 징역형 집유에 항소,Social
165,건설업 위기 확산 광주 전남서 법정관리 신청 잇따라,Social
166,밀양서 차량 글램핑장 화재 잇따라  명 숨져,Social
167,   모티브  총기부품 불법 수출 혐의로 전직 직원 고소,Social
