,titles,category
0,엔케이맥스  내부 주가 급락 사유 없다 ,Economic
1,수원에 스타필드         의 신세계  연다,Economic
2, 년 새  조    억원 내다 버린 한국은행 이유 봤더니  강진규의    워치 ,Economic
3,    정조준  정용진의 승부수 수원에 뜬  스타필드     ,Economic
4,    만 고객 시간 점유할 것  스타필드 수원  그랜드 오픈,Economic
5,   대  저축은행 연체율에  당국  매각채널 늘리고 채무조정 활성화 ,Economic
6, 단독  이우현     회장  한미약품 원하면 언제든 대화   동남아 시장 염두,Economic
7, 어음 발행 임금체불  태영 하도급   개 현장서 직간접 피해,Economic
8,땅값 상승률   년 이후 최저    반도체 호재  용인 처인구 만 급등,Economic
9,저축은행 개인사업자 연체채권  캠코    투자사에도 매각한다,Economic
10,저축은행 연체채권 캠코로 매각 가능 저축은행 한숨돌리나,Economic
11,땅에서 썩고  불타고 작년 폐기화폐  롯데타워    배 높이 ,Economic
12, 단독 이우현     회장  한미약품과    는 통합 아닌 협력 모델 ,Economic
13, 최적의 입지  시흥시청역 여의도 판교 마곡 연결하는 트리플 역세권,Economic
14,증권사     만난 이복현     리스크 관리 실패시 책임 묻겠다  종합 ,Economic
15,중국선 아이폰 사랑 식고 전 세계선  중고폰  강세,Economic
16,현대차그룹 내 존재감 약해지는 현대제철 서강현 미션은 ,Economic
17,챗   의 러브콜      수율     삼성  투자 ,Economic
18, 신년 기획  축구장    개 크기 초대형 합작조선소        완공땐     척 선박 생산,Economic
19,한국이 뿌린 제조업 씨앗  사우디  흥분 감출 수 없어   한 중동  석유없는 미래  준비한다 ,Economic
20, 신년기획 사막 위에 강철 기자재 공장  한국  중동 탈석유 기반 다진다,Economic
21,한국이 뿌린 제조업 씨앗  사우디  흥분 감출 수 없어   한 중동  석유없는 미래  준비한다 ,Economic
22, 일 남은 중처법  국회  끝내 손놓나,Economic
23,공급 가뭄에 신축 이전 수요 탄탄  공주월송지구 경남아너스빌  이목 집중,Economic
24,홍해 긴장에  중동 에너지  로 운반  하루 운임      급등,Economic
25,토스뱅크 외화통장  출시  일 만에    만좌  돌파,Economic
26,태영    사업장에     억원 추가투입  암초   숨겨진 부실 드러날까,Economic
27,증권사 수장들 만난 이복현 금감원장  부실   사업장 신속 과감한 정리를 ,Economic
28, 단독  신협  또 조합 돈  천만 원  꿀꺽 ,Economic
29, 급전창구  부담 커지네 보험사 신용대출 금리도  껑충 ,Economic
30,정부  중대재해법 유예 거듭 요청  기업들 준비 기회 달라  종합 ,Economic
31,조선  빅  는 이제 옛말    한국조선해양  연초부터 수주 독주,Economic
32,미 영 예멘 공습 이후 중동 아시아 연료 운송비      폭증,Economic
33,현대건설     년 영업이익     억원 전년         ,Economic
34,   에 영화기금 부과금 검토   재검토 지시에 협의  난망  종합 ,Economic
35,내일부터 청년희망적금 청년도약계좌 연계가입 신청 개시,Economic
36,영세기업 곡소리 전면화 앞둔 중처법  막판 유예 촉구,Economic
37,비수도권 청약경쟁률         단지 공통점  직주근접 ,Economic
38,이벤트 부재 속 금리 인하 재평가 구간 지속 채권분석 ,Economic
39,내일부터  청년도약계좌  연계가입 시작  일시납입 가능 ,Economic
40,정말  부양책  나올까 홍콩증시 연이틀 급등세      오전 ,Economic
41, 감세  또 감세 에   재정 악화할 뿐    성장 위해 필수  논란,Economic
42, 올라도 너무 올라  올해 설 비용  역대 최고  전통시장   만원,Economic
43, 실적 악화 호화 의전  위기의 포스코  오늘 차기 회장후보 쇼트리스트 확정,Economic
44, 고물가  끝날까   년 후 물가전망   개월 만에 최저,Economic
45, 평생 수수료 무료  토스뱅크 외화통장  출시  일 만   만 좌 돌파,Economic
46, 별 보러 가자   아    들  괴롭힘 성희롱 난무 삼바 고용부 적발,Economic
47,금융위  내일부터  청년도약계좌  연계 가입 신청 개시,Economic
48,코스피  외인 기관  팔자  속 하락세 실적 발표 앞 경계감,Economic
49,경영 불확실성에 대기업들 잇달아 사장단 회의 개최,Economic
50,제일건설   제일풍경채 검단  차  전 타입   대  로  순위 마감,Economic
51, 짝퉁 명품  당장 버리세요  발암물질 최대    배 검출 ,Economic
52,올트먼 만나는 경계현 사장    발 근본적 변화 삼성 반도체로 충족 ,Economic
53,온라인 자동차 판매 시작한 아마존 성공  실패 ,Economic
54, 값 역대 최고  더 오른다  금테크 잘하려면,Economic
55,카카오  추모 프로필  기능 강화 카톡에 마지막 편지 남긴다,Economic
56, 마켓인  노선 강화  에어프레미아   파트너스  자금 투입 카드 만지작,Economic
57,코스피  외인 기관  팔자 에 하락 대형   반도체주  와르르 ,Economic
58,김주현 이복현  증권사 역할 강조     부실    에 책임 묻겠다 ,Economic
59, 사채라도 써야할 판   금융권 대출  빙하기 ,Economic
60, 년만에 풀체인지   클래스   벤츠       딱 기다려  ,Economic
61,강인한 앞모습  단단한 승차감에 끌리다  김성우의 시승기 기아 더 뉴 쏘렌토 ,Economic
62,마트 단팥빵  앙금 비중 알아봤더니 최강자는   푸드    ,Economic
63,소액대출에 미래 저당잡힌 청년들  이슈 뷰 ,Economic
64,이수만이    판 돈으로 산 파블로항공 상장앞두고 소송잡음,Economic
65, 대한민국 국민이 한번 이상 방문한 이 곳은  ,Economic
66,수술 회복     기 체제  맞는 삼성 준감위 과제는,Economic
67,김주현 이복현  증권사 영업행태 질타     리스크 챙겨라 ,Economic
68,암표 없앤다 장범준 공연에     티켓 등장,Economic
69,강북 재개발 대어급  이문 구역   월 관리처분 눈앞,Economic
70,강남불패마저 깨졌다   하락 거래 속출,Economic
71,첫 단추부터 잘못 끼워진 사전청약  박일한의   피아 ,Economic
72,  억 트리마제   억     만원 에 매입한 김지훈  비결은,Economic
73,친구에게 가장 많이 주는 선물은 화장품 직장동료 연인에게는 ,Economic
74, 낙폭 과다  삼성전자 순매수  위  주식 초고수는 지금 ,Economic
75,시급    만원  겨울잠 알바 에  만명 몰렸다,Economic
76,공정위  플랫폼법 역차별 우려는 가짜뉴스   제정 못하면  역사의 죄인  ,Economic
77,  엔비디아  모색하는 오픈   올트먼 삼성   와   반도체 손잡나,Economic
78,농협중앙회장 선거      직선제   강 각축전,Economic
79,  엔비디아  모색하는 오픈   올트먼 삼성   와   반도체 손잡나,Economic
80,농협중앙회장 선거      직선제   강 각축전,Economic
81,카카오   추모 프로필  기능 강화 카톡으로 마지막 편지 남긴다,Economic
82, 술 아껴 마셔야 하나  마트서 맥주      올랐는데 식당서는             이후 최고,Economic
83,  년 만에 외국인 전용 카지노 인천 인스파이어에 문 연다,Economic
84,  디스플레이   분기만에 흑자 전환,Economic
85,이복현 금감원장  증권사  리스크 관리의 기본을 잊지 말아야 ,Economic
86,  초에   개 팔렸다  신라면 지난해 매출    조  사상 최대 ,Economic
87,롯데월드타워 몰 방문객 지난해     만명 역대 최다,Economic
88,상장 앞둔 케이웨더   공기지능 환기청정기  아파트 만세대 규모 수주  투자    ,Economic
89, 이승원의 기후             트럼프가 온다  지구는 두렵다 ,Economic
90,이복현     리스크 관리 실패 책임 엄중히 묻겠다  연일 압박,Economic
91, 준비 기회 달라  중대재해법 유예 호소 나선 장관들,Economic
92, 중처법      오영주  범법자 양산 가능성  김기문  극적 합의 기대 ,Economic
93,셀트리온      신약개발 속도 낸다,Economic
94, 초호화 이사회 로 수사 대상된 포스코 후추위   내 갈길 간다    일 숏리스트 확정,Economic
95,     초과  중대형 경쟁률   대  전년     배 올라,Economic
96,태영건설 워크아웃 여파  하청업체 현장     직간접 피해 발생,Economic
97,부양 기대감 먹혔나  중국 증시 상승세  지수   대 ,Economic
98, 아이폰 고마워  엘지디스플레이   분기 만에 흑자전환,Economic
99,코스닥  외국인 기간 매도 속 약세    선 턱걸이,Economic
100,     세종역 신설은 균형발전 저해  충북 이어 충남서도 비판,Economic
